municipality_id,forecast_date,forecasted_on,rainfall,tmax,tmin,relative_humidity,wind_speed,lat,lon
55004,2024-11-15,2024-11-12,0.0,20.41,6.61,78.95,4.54,82.31179934479863,28.553136288933683
55007,2024-11-15,2024-11-12,0.0,21.79,9.66,76.64,4.22,82.35998258245561,28.25355153233521
55010,2024-11-15,2024-11-12,0.0,21.79,9.66,77.78,4.26,82.231187877201,28.281815065002448
65001,2024-11-15,2024-11-12,0.0,15.76,-3.15,28.28,4.85,82.16814992493904,29.532967936012252
65004,2024-11-15,2024-11-12,0.0,19.35,-1.2,39.15,4.18,81.98372859991967,29.62832292402619
60002,2024-11-15,2024-11-12,0.0,19.85,8.52,71.72,3.28,81.83052510999794,28.792776330356787
60005,2024-11-15,2024-11-12,0.0,21.73,8.95,73.02,3.63,81.60660047963165,28.831816828175175
60006,2024-11-15,2024-11-12,0.0,21.73,8.52,76.3,4.15,81.71925548605671,28.74857272293844
60009,2024-11-15,2024-11-12,0.0,21.73,8.38,70.94,3.98,81.73907018471336,28.861936730765475
57002,2024-11-15,2024-11-12,0.0,25.04,13.08,80.16,6.84,81.7046708193939,28.03063144888017
57005,2024-11-15,2024-11-12,0.0,24.6,11.83,78.04,5.76,81.71918782901814,28.215861098578127
70002,2024-11-15,2024-11-12,0.0,21.91,8.95,78.81,3.35,80.880703235942,29.021621865023427
70005,2024-11-15,2024-11-12,0.0,22.07,8.95,75.1,2.93,80.69908000601693,29.107876876777475
70008,2024-11-15,2024-11-12,0.0,21.29,8.71,71.57,3.34,80.97287803760098,29.373859260489585
70009,2024-11-15,2024-11-12,0.0,21.29,8.93,73.68,3.0,80.81920790381,29.23525727841573
77001,2024-11-15,2024-11-12,0.0,20.2,3.9,54.29,4.11,82.70006219371687,28.546293389302686
77003,2024-11-15,2024-11-12,0.0,20.2,-1.76,50.44,4.36,82.63797688876845,28.730359372964458
54006,2024-11-15,2024-11-12,0.0,19.73,6.61,76.97,4.96,82.42017205323258,28.56459073766825
6010,2024-11-15,2024-11-12,0.0,27.41,14.65,79.65,5.55,87.26501559539872,26.67276280994044
9004,2024-11-15,2024-11-12,0.08,22.91,9.27,84.11,2.84,87.34617049477372,27.20794386380421
9010,2024-11-15,2024-11-12,1.06,22.91,-12.39,62.53,4.63,87.05397323793964,27.56062049796888
11002,2024-11-15,2024-11-12,0.31,17.66,5.46,66.44,3.4,86.69294720202952,27.533318170170038
11003,2024-11-15,2024-11-12,0.02,13.16,-15.04,23.53,6.97,86.72676833996186,27.87754638828359
11004,2024-11-15,2024-11-12,0.01,16.16,8.03,61.87,3.09,86.43720044102864,27.556933846968658
11007,2024-11-15,2024-11-12,0.4,16.88,-5.23,56.0,3.6,86.57187606162067,27.574675587251168
14001,2024-11-15,2024-11-12,0.04,26.79,13.33,82.09,4.06,87.05011302971826,26.82457678669252
14003,2024-11-15,2024-11-12,0.0,27.41,13.24,80.44,5.62,86.3842192552636,26.99895844915385
14004,2024-11-15,2024-11-12,0.08,26.2,12.27,83.57,4.5,86.6712157651011,26.98209297065825
25001,2024-11-15,2024-11-12,0.02,23.1,8.18,88.62,2.85,85.3041092548405,27.484321910898924
25002,2024-11-15,2024-11-12,0.02,19.13,8.18,91.64,2.23,85.33558154743378,27.58455687528972
25003,2024-11-15,2024-11-12,0.01,21.76,8.21,88.73,2.82,85.35024138831888,27.53047639287835
26002,2024-11-15,2024-11-12,0.0,20.45,7.92,86.12,3.35,85.46272408847713,27.696266152604423
26004,2024-11-15,2024-11-12,0.01,19.13,8.21,91.34,2.01,85.42546460420431,27.64927297157717
1003,2024-11-15,2024-11-12,0.0,17.01,2.33,72.71,3.35,87.54502304960337,27.46546246470642
2007,2024-11-15,2024-11-12,0.0,22.76,11.27,86.27,4.34,87.57900113878084,26.98185352154763
3003,2024-11-15,2024-11-12,0.1,22.76,11.27,80.89,3.38,87.74928052779396,26.965667384057635
3007,2024-11-15,2024-11-12,0.01,25.35,11.27,78.96,3.67,87.72809878982399,26.8319576897196
4004,2024-11-15,2024-11-12,0.0,26.45,20.05,70.13,4.24,87.99403362921818,26.608794926564457
4012,2024-11-15,2024-11-12,0.0,27.1,16.86,81.3,6.05,87.73517217920993,26.6152473988361
5001,2024-11-15,2024-11-12,0.0,27.35,14.65,81.01,4.81,87.43951560345249,26.629695726158744
5008,2024-11-15,2024-11-12,0.0,27.98,17.15,78.06,7.88,87.34336700649065,26.487170971382216
10003,2024-11-15,2024-11-12,0.88,23.38,10.95,87.34,3.4,87.0581152597479,27.201989469109638
14007,2024-11-15,2024-11-12,0.01,27.29,12.27,81.62,5.98,86.69093982065064,26.80698207976648
31002,2024-11-15,2024-11-12,0.0,26.45,13.33,84.53,3.52,85.25281913306307,27.33247245681607
31005,2024-11-15,2024-11-12,0.05,18.51,8.18,91.94,2.45,85.19595016524877,27.593620979459917
31008,2024-11-15,2024-11-12,0.0,25.76,13.11,82.24,3.85,84.85137594066515,27.472569269092308
31010,2024-11-15,2024-11-12,0.04,22.73,8.18,85.67,3.14,85.08608381778276,27.651565937014706
34001,2024-11-15,2024-11-12,0.0,26.35,14.55,80.49,6.73,84.82733908761777,27.08292559233036
35003,2024-11-15,2024-11-12,0.0,25.79,13.65,81.55,3.76,84.58621929453848,27.709771198715103
35006,2024-11-15,2024-11-12,0.0,25.01,13.66,80.12,3.42,84.6896591396915,27.649405873067355
50001,2024-11-15,2024-11-12,0.0,25.76,14.9,76.33,4.33,83.15771438349256,27.685056406347464
50004,2024-11-15,2024-11-12,0.0,26.26,14.9,78.61,6.51,83.07233371628266,27.56399291605035
38001,2024-11-15,2024-11-12,0.0,24.07,12.99,83.36,3.63,84.4857376256941,27.875563073820167
38002,2024-11-15,2024-11-12,0.0,24.07,13.36,85.89,3.7,84.39401593188684,27.91893212189418
38008,2024-11-15,2024-11-12,0.0,23.76,13.8,87.36,2.34,84.16593271369815,28.00044752580472
42002,2024-11-15,2024-11-12,0.0,10.26,-14.32,21.61,9.65,83.94338453487164,29.035081683387272
42005,2024-11-15,2024-11-12,0.93,10.38,-9.79,47.57,4.94,83.61471771747095,28.68101217212114
45001,2024-11-15,2024-11-12,0.0,19.95,6.33,79.08,3.18,83.2413162820148,28.27148079354138
45004,2024-11-15,2024-11-12,0.0,19.95,3.9,74.09,3.68,83.14016526682762,28.394343694183306
45005,2024-11-15,2024-11-12,0.0,20.16,6.33,80.7,3.48,83.38978367405875,28.233043850851043
56001,2024-11-15,2024-11-12,0.0,24.45,11.36,76.29,5.64,82.08505271891153,28.17321009613343
56005,2024-11-15,2024-11-12,0.0,25.38,9.58,80.59,4.61,82.47694209118472,28.02333920311105
56006,2024-11-15,2024-11-12,0.0,25.38,12.96,78.76,5.76,82.41677142161319,27.91328555950532
56009,2024-11-15,2024-11-12,0.0,21.79,11.36,80.53,5.12,82.19148619005347,28.183005600357117
62002,2024-11-15,2024-11-12,0.0,9.32,-13.39,19.94,9.88,83.26514214622762,29.27414286931592
62004,2024-11-15,2024-11-12,0.0,9.32,-7.64,18.03,5.92,83.04709435324033,28.90512776249892
58003,2024-11-15,2024-11-12,0.0,25.41,13.83,80.27,5.72,81.38242357868424,28.323055743569213
58006,2024-11-15,2024-11-12,0.0,25.41,13.83,80.27,5.72,81.25871003017758,28.340284116623938
31099,2024-11-15,2024-11-12,0.0,25.76,14.52,81.0,3.69,84.70624431657369,27.49261535228162
1001,2024-11-15,2024-11-12,0.49,19.95,5.96,82.93,3.08,87.6193781190491,27.30957361098937
19012,2024-11-15,2024-11-12,0.0,27.23,14.99,81.4,7.34,85.68691274034707,26.91470429831354
21002,2024-11-15,2024-11-12,0.0,20.48,3.25,58.41,3.63,86.26427286814113,27.576394248581256
21004,2024-11-15,2024-11-12,0.0,21.85,6.58,80.22,3.84,86.1832745618281,27.43934745353523
34005,2024-11-15,2024-11-12,0.0,26.38,14.55,80.37,6.6,84.69399260554282,27.097078097723816
34007,2024-11-15,2024-11-12,0.0,25.91,15.24,83.79,5.27,84.73228851196892,27.20024739082908
34008,2024-11-15,2024-11-12,0.0,26.38,14.55,78.98,7.17,84.7264569554503,27.066026993073372
34010,2024-11-15,2024-11-12,0.0,26.7,14.55,80.81,6.55,84.88952623026042,27.171019162000707
34011,2024-11-15,2024-11-12,0.0,25.85,17.05,83.04,5.62,84.79020734847019,27.193245885183288
34012,2024-11-15,2024-11-12,0.0,26.35,14.55,80.49,6.73,84.76368630005305,27.07717182381579
34013,2024-11-15,2024-11-12,0.0,26.35,14.55,80.49,6.73,84.82558724572884,27.16672308960836
19004,2024-11-15,2024-11-12,0.0,26.76,14.96,78.48,7.05,85.43936435618616,26.92605438883508
21005,2024-11-15,2024-11-12,0.0,21.85,7.3,82.89,3.48,86.0643721548778,27.408813125557515
21006,2024-11-15,2024-11-12,0.0,23.6,10.33,82.83,3.7,86.14647421310649,27.31615902807735
21007,2024-11-15,2024-11-12,0.01,21.85,7.3,85.11,3.58,85.85586645812872,27.495758252532852
21008,2024-11-15,2024-11-12,0.02,20.48,-5.23,53.88,3.72,86.42243351715781,27.660969160959016
53001,2024-11-15,2024-11-12,0.0,20.2,4.96,67.42,4.24,82.54995198769927,28.480861838270563
53002,2024-11-15,2024-11-12,0.0,20.45,3.9,63.35,3.49,82.81681721225854,28.273400505530105
53007,2024-11-15,2024-11-12,0.0,20.45,3.9,59.82,3.84,82.82395132486793,28.375955461674906
6006,2024-11-15,2024-11-12,0.0,27.98,17.15,77.9,8.17,87.24649830798487,26.554564531771717
26001,2024-11-15,2024-11-12,0.01,19.13,8.21,91.34,2.01,85.4296209430214,27.675022523227053
49010,2024-11-15,2024-11-12,0.0,25.82,14.83,76.88,5.52,83.54802147221676,27.496216699202048
49011,2024-11-15,2024-11-12,0.0,25.82,12.02,79.08,4.01,83.30567820346135,27.71191878509594
49013,2024-11-15,2024-11-12,0.0,25.82,14.83,76.93,5.78,83.44238189812464,27.501346601007853
49014,2024-11-15,2024-11-12,0.0,25.82,17.55,74.15,3.53,83.39601732390047,27.566938725804373
49015,2024-11-15,2024-11-12,0.0,25.82,17.55,74.15,3.53,83.36876360438013,27.62238025074319
49016,2024-11-15,2024-11-12,0.0,25.82,16.33,74.09,3.68,83.48636554193398,27.608376871176866
53004,2024-11-15,2024-11-12,0.0,20.48,7.92,68.39,3.45,82.62618964074919,28.337236609214784
53005,2024-11-15,2024-11-12,0.0,21.73,9.58,82.25,4.01,82.5199263170998,28.18710064708752
53008,2024-11-15,2024-11-12,0.0,20.48,7.92,68.39,3.45,82.70702423336832,28.24741874061428
53009,2024-11-15,2024-11-12,0.0,20.2,4.89,53.4,4.09,82.74179874109348,28.46372671136668
6004,2024-11-15,2024-11-12,0.0,27.98,17.15,77.9,8.17,87.15065211842328,26.45252750216687
16009,2024-11-15,2024-11-12,0.0,27.38,16.4,77.43,6.12,86.17953809307132,26.86824787471248
19001,2024-11-15,2024-11-12,0.0,26.76,14.99,82.51,4.68,85.47724166862234,27.07773543317099
19003,2024-11-15,2024-11-12,0.0,26.76,14.99,82.72,6.05,85.45380923642666,26.981788770396143
19005,2024-11-15,2024-11-12,0.0,26.98,14.96,77.5,7.55,85.47268040486802,26.815437208507163
19006,2024-11-15,2024-11-12,0.0,26.98,14.99,81.74,6.56,85.60991236423035,26.890275211567417
19008,2024-11-15,2024-11-12,0.0,26.98,14.99,81.74,6.56,85.60054102472732,26.93755034223732
19010,2024-11-15,2024-11-12,0.0,26.76,14.96,78.48,7.05,85.44567206906083,26.844422530450373
19013,2024-11-15,2024-11-12,0.0,26.66,14.99,83.09,4.62,85.57424006678373,27.10063951566307
19014,2024-11-15,2024-11-12,0.0,26.66,14.99,82.95,5.86,85.69394521791432,27.00935067108752
19015,2024-11-15,2024-11-12,0.0,26.98,14.99,81.05,6.44,85.53686604042909,26.9411164754544
19016,2024-11-15,2024-11-12,0.0,26.98,14.96,77.5,7.55,85.50728566452042,26.858783195845582
19017,2024-11-15,2024-11-12,0.0,26.66,14.99,82.32,5.23,85.68904437404687,27.10291121291133
20002,2024-11-15,2024-11-12,0.02,24.6,10.33,84.57,3.38,85.78628284185064,27.343395929304386
1002,2024-11-15,2024-11-12,0.02,19.95,5.96,80.63,2.88,87.51328464647683,27.373653174120808
6009,2024-11-15,2024-11-12,0.0,27.41,17.36,78.78,7.44,87.16242112661124,26.607116134714808
20003,2024-11-15,2024-11-12,0.0,23.6,10.33,83.89,3.88,86.0675994944368,27.252217169295548
50007,2024-11-15,2024-11-12,0.0,26.26,14.9,78.21,6.91,83.13084592668233,27.509085627097623
50008,2024-11-15,2024-11-12,0.0,25.98,11.21,79.29,5.69,82.85250442185169,27.693684034126697
6011,2024-11-15,2024-11-12,0.0,27.95,17.11,77.84,8.22,87.00720038012625,26.567145454816423
6012,2024-11-15,2024-11-12,0.0,27.41,16.74,78.28,6.28,87.18063674146201,26.6876384590527
20006,2024-11-15,2024-11-12,0.0,26.48,11.15,84.22,3.27,85.69732655115341,27.25540262050499
20007,2024-11-15,2024-11-12,0.01,22.35,13.24,85.31,3.06,86.28613922961935,27.18698085181835
20008,2024-11-15,2024-11-12,0.01,21.85,10.33,85.15,3.63,85.88150160337878,27.37967729411301
23003,2024-11-15,2024-11-12,0.0,19.35,-2.42,60.27,3.37,85.9362239602355,27.918081999950203
30001,2024-11-15,2024-11-12,0.0,23.07,11.68,82.39,2.91,84.76648317270907,27.756395702785376
30002,2024-11-15,2024-11-12,0.01,22.13,8.18,87.53,3.41,85.17982146949893,27.72971150483253
30003,2024-11-15,2024-11-12,0.0,23.07,11.68,82.36,2.92,84.90321716855641,27.749572773617768
30005,2024-11-15,2024-11-12,0.0,22.57,7.42,66.03,2.44,84.92984303851176,28.086444545593466
30006,2024-11-15,2024-11-12,0.0,22.57,13.66,76.67,2.72,84.7919379931955,27.923404316525048
30008,2024-11-15,2024-11-12,0.0,19.29,12.02,71.2,2.55,84.97160484321188,27.986687641086395
30009,2024-11-15,2024-11-12,0.0,22.73,12.02,76.28,2.95,84.91954887338466,27.918864583118705
30011,2024-11-15,2024-11-12,0.0,22.73,12.18,82.65,3.43,84.84534939027871,27.84255600503058
24011,2024-11-15,2024-11-12,0.0,20.32,7.92,83.22,3.76,85.63862481052399,27.636981490518835
31007,2024-11-15,2024-11-12,0.0,24.54,8.18,87.56,3.44,85.13691110095586,27.44525852713776
32004,2024-11-15,2024-11-12,0.0,26.48,15.33,79.62,7.63,85.25920735512454,26.932050089820336
50010,2024-11-15,2024-11-12,0.0,26.26,14.9,78.8,7.22,83.02631087694812,27.482623043144454
56002,2024-11-15,2024-11-12,0.0,25.1,11.21,81.15,5.78,82.6604624762252,27.989762397689688
54001,2024-11-15,2024-11-12,0.0,19.32,-0.98,46.48,3.64,82.5138230611013,28.84256376131041
54002,2024-11-15,2024-11-12,0.0,20.2,4.94,59.26,4.01,82.50283588126366,28.704116993185227
54004,2024-11-15,2024-11-12,0.0,20.2,4.96,67.35,5.01,82.47861116229373,28.611266483828985
54005,2024-11-15,2024-11-12,0.0,20.41,6.61,72.55,4.05,82.34238663144102,28.67667226017642
6099,2024-11-15,2024-11-12,0.0,27.48,17.9,76.75,5.8,87.02319983992014,26.652566796651616
45099,2024-11-15,2024-11-12,0.0,17.35,1.39,44.04,4.65,83.02327610551475,28.53891935770765
58099,2024-11-15,2024-11-12,0.0,24.82,11.83,77.77,4.87,81.45438931069442,28.456909737464397
76099,2024-11-15,2024-11-12,0.0,25.79,14.77,82.73,3.93,84.04872083356571,27.56427369972897
17001,2024-11-15,2024-11-12,0.0,27.32,15.43,79.87,8.15,86.01575601372463,26.711855702909528
17003,2024-11-15,2024-11-12,0.0,27.54,15.33,79.69,8.16,86.06042658437299,26.679004986632663
17004,2024-11-15,2024-11-12,0.0,27.29,15.43,81.45,7.72,85.97343075681044,26.846585405773872
23004,2024-11-15,2024-11-12,0.0,20.32,7.92,79.72,3.43,85.71978082667378,27.75795439389096
23005,2024-11-15,2024-11-12,0.34,20.45,-8.48,58.48,4.27,85.5281684698862,28.000494332290444
23006,2024-11-15,2024-11-12,0.0,19.63,7.92,79.65,3.94,85.63899182078808,27.78396048275381
23007,2024-11-15,2024-11-12,0.0,19.63,-8.7,53.89,4.42,85.79108606095211,28.01548831388694
30010,2024-11-15,2024-11-12,0.05,14.38,-13.7,53.0,4.32,85.09120148591843,28.222137287516095
30012,2024-11-15,2024-11-12,0.0,22.73,8.18,85.67,3.14,85.06455382385526,27.73830659921856
30013,2024-11-15,2024-11-12,0.0,22.57,12.02,69.91,2.46,84.85804022717906,28.021805707723303
36002,2024-11-15,2024-11-12,3.61,17.2,-5.82,69.08,3.65,84.68152727853672,28.237071772003976
62005,2024-11-15,2024-11-12,0.0,16.51,-0.98,37.65,4.59,82.51085966045837,29.05050799235193
62007,2024-11-15,2024-11-12,0.0,16.51,-5.95,27.12,4.85,82.86690491491375,28.932036385500552
62008,2024-11-15,2024-11-12,0.0,16.51,-6.17,25.41,4.26,82.74979749172851,29.022394764811374
31088,2024-11-15,2024-11-12,0.0,25.76,14.52,80.52,3.49,84.77130400129026,27.495224301038267
1009,2024-11-15,2024-11-12,0.01,20.2,5.96,79.05,3.1,87.75250982048634,27.31531966378356
10002,2024-11-15,2024-11-12,0.0,22.91,14.45,83.45,3.04,87.19654383388995,27.189819774277403
10004,2024-11-15,2024-11-12,0.43,23.38,13.33,88.21,3.78,87.1291085972171,27.0041653621846
10006,2024-11-15,2024-11-12,1.77,23.38,10.95,88.64,3.52,87.0213608203432,27.085255647157496
42003,2024-11-15,2024-11-12,0.9,11.04,-9.79,40.73,5.7,83.72619509400863,28.76166042913393
63007,2024-11-15,2024-11-12,0.0,15.04,-2.48,48.07,4.28,82.1202561934781,29.1360245100694
75005,2024-11-15,2024-11-12,0.0,20.41,5.83,48.17,2.9,80.54124518479604,29.804357366456184
28004,2024-11-15,2024-11-12,0.0,22.13,10.55,83.12,4.36,85.2311964383087,27.818478196469563
28005,2024-11-15,2024-11-12,0.0,19.29,12.02,68.68,2.76,85.12538493931653,28.03165878737777
49005,2024-11-15,2024-11-12,0.0,25.98,14.83,78.35,8.08,83.35037287050116,27.447120493916795
47003,2024-11-15,2024-11-12,0.0,23.57,12.61,88.96,3.52,83.89916194827347,27.77465900613652
47010,2024-11-15,2024-11-12,0.0,22.16,11.49,89.77,4.27,83.47299042731677,27.76891274794596
44007,2024-11-15,2024-11-12,0.0,21.63,9.21,86.03,3.44,83.68616672754229,28.15615509268206
48005,2024-11-15,2024-11-12,0.0,25.04,16.05,78.85,4.13,83.7312303002814,27.506075472346858
18001,2024-11-15,2024-11-12,0.0,27.23,15.36,81.05,8.13,85.80074655729628,26.865965578887177
18002,2024-11-15,2024-11-12,0.0,27.23,15.36,81.03,8.47,85.81948043482576,26.76853670434025
18006,2024-11-15,2024-11-12,0.0,27.23,15.36,81.05,8.13,85.78159413854392,26.949541288887797
18008,2024-11-15,2024-11-12,0.0,27.29,15.36,81.72,8.23,85.86511962170182,26.769593057248123
14099,2024-11-15,2024-11-12,0.0,27.48,17.9,76.75,5.8,86.99862376349014,26.715023247720257
43099,2024-11-15,2024-11-12,0.0,16.63,-7.64,34.64,4.86,83.15728039927778,28.613393062413568
52003,2024-11-15,2024-11-12,0.0,21.29,9.3,74.35,2.98,82.98233924261629,28.144398389642152
52006,2024-11-15,2024-11-12,0.0,20.45,3.9,67.17,3.29,82.91622181039605,28.252556288426057
33099,2024-11-15,2024-11-12,0.0,26.7,13.11,83.56,5.37,84.96947546896953,27.275042717018724
67099,2024-11-15,2024-11-12,0.0,17.91,5.24,75.22,3.98,81.19654062198491,29.391978002020814
19018,2024-11-15,2024-11-12,0.0,26.98,15.65,77.7,7.23,85.54787712356422,26.85881249478566
19020,2024-11-15,2024-11-12,0.0,26.54,14.96,77.29,7.87,85.3816023194528,26.83818423032358
20004,2024-11-15,2024-11-12,0.0,26.48,13.33,84.17,3.15,85.54107642126684,27.251680682357268
21003,2024-11-15,2024-11-12,0.0,21.85,7.3,85.84,3.58,85.94304908421857,27.43821657830833
22001,2024-11-15,2024-11-12,0.0,17.88,6.58,83.2,4.03,86.12822881538156,27.63436304989436
23001,2024-11-15,2024-11-12,0.0,19.35,9.45,69.24,2.45,85.80360085768024,27.78123351037644
23002,2024-11-15,2024-11-12,0.0,19.35,1.2,60.36,2.81,85.90010534211547,27.821772074840585
27001,2024-11-15,2024-11-12,0.0,20.45,8.71,86.42,3.69,85.36229102983364,27.77230850782952
27009,2024-11-15,2024-11-12,0.0,20.45,7.92,83.03,3.81,85.49904405260625,27.753557676277204
27010,2024-11-15,2024-11-12,0.0,22.13,8.71,84.77,4.02,85.29705386096234,27.77773907168037
27011,2024-11-15,2024-11-12,0.0,20.45,8.71,86.42,3.69,85.33021770561382,27.77539039876946
25005,2024-11-15,2024-11-12,0.01,19.13,8.21,91.34,2.01,85.3802231313086,27.63509436139513
26003,2024-11-15,2024-11-12,0.01,20.45,8.21,88.88,2.85,85.3815434902996,27.68250883735966
31001,2024-11-15,2024-11-12,0.0,26.48,13.33,83.71,3.49,85.39789680314975,27.3048133205242
32006,2024-11-15,2024-11-12,0.0,26.76,14.96,78.48,7.05,85.36778358901175,26.94230989653578
32016,2024-11-15,2024-11-12,0.0,26.54,14.96,76.52,8.19,85.31520975404439,26.77783345746238
34009,2024-11-15,2024-11-12,0.0,26.38,14.55,76.95,7.94,84.73550270922959,27.028197632216838
35002,2024-11-15,2024-11-12,0.0,24.07,13.65,82.98,4.21,84.5912463480042,27.802660069250106
49012,2024-11-15,2024-11-12,0.0,25.98,14.83,78.35,8.08,83.30437164496814,27.389672535757065
51001,2024-11-15,2024-11-12,0.0,21.29,11.11,79.56,3.08,83.03664825769202,27.986625982890875
51003,2024-11-15,2024-11-12,0.0,21.29,9.3,77.69,2.85,83.09118825850723,28.065093182627788
46001,2024-11-15,2024-11-12,0.0,21.63,9.21,83.97,3.51,83.40574182492988,28.10821613596536
46002,2024-11-15,2024-11-12,0.0,21.26,11.11,83.49,3.23,83.3471949989154,27.9841061540815
45008,2024-11-15,2024-11-12,0.0,19.95,3.9,67.0,3.6,83.02058851919352,28.38268584029232
64001,2024-11-15,2024-11-12,0.0,19.63,7.49,62.13,3.73,81.62839852260026,29.079830738952893
64007,2024-11-15,2024-11-12,0.0,17.04,4.01,52.48,4.58,81.64421766906588,29.272780811454545
59008,2024-11-15,2024-11-12,0.0,24.73,10.74,82.85,4.35,81.38277527127075,28.78969780253411
57008,2024-11-15,2024-11-12,0.0,24.6,13.02,77.19,6.3,81.9230940117998,28.0731178917346
69002,2024-11-15,2024-11-12,0.0,22.51,5.24,77.99,3.7,81.12736560667788,29.181878117533213
68009,2024-11-15,2024-11-12,0.0,17.95,0.8,54.88,4.21,81.28984357857074,29.54525715570239
73004,2024-11-15,2024-11-12,0.0,23.13,5.92,76.56,3.43,80.40492622481763,29.281211677786875
72007,2024-11-15,2024-11-12,0.0,25.38,12.46,78.57,5.1,80.08461998585442,28.89610311211077
9003,2024-11-15,2024-11-12,0.0,22.91,6.55,66.5,4.31,87.23194345958684,27.48004549087412
65002,2024-11-15,2024-11-12,0.0,19.35,3.17,42.71,3.72,81.89315065267175,29.51424277599544
65003,2024-11-15,2024-11-12,0.0,12.95,-17.84,27.67,8.09,82.54741960970438,29.649514435357453
66003,2024-11-15,2024-11-12,0.0,14.13,-17.03,51.16,7.32,82.04150798785201,30.02328989192808
66006,2024-11-15,2024-11-12,0.0,7.79,-16.01,51.91,7.76,81.92202729403547,30.129895543656083
64009,2024-11-15,2024-11-12,0.0,16.48,-2.01,52.5,4.42,81.8557225347566,29.145935866427948
70004,2024-11-15,2024-11-12,0.0,21.29,8.71,72.01,3.07,80.96828420034284,29.26364997043085
70007,2024-11-15,2024-11-12,0.0,22.51,5.24,73.53,3.68,81.06441214528923,29.274853087207937
77002,2024-11-15,2024-11-12,0.0,20.2,-4.7,35.45,4.94,82.82145955974356,28.645546849179627
19019,2024-11-15,2024-11-12,0.0,26.98,14.99,81.74,6.56,85.6538674070706,26.873717384025728
75006,2024-11-15,2024-11-12,0.0,21.07,5.83,58.37,2.96,80.43507800307877,29.733377527114545
73002,2024-11-15,2024-11-12,0.0,24.63,8.99,73.16,3.37,80.51081092041095,29.13521646806497
73005,2024-11-15,2024-11-12,0.0,21.29,8.15,72.77,2.35,80.67740466897514,29.24592271293464
76002,2024-11-15,2024-11-12,0.0,24.07,13.65,85.27,4.11,84.19503898794143,27.80859769109909
76006,2024-11-15,2024-11-12,0.0,25.51,12.61,86.3,3.61,84.05424418568737,27.71716707520714
77099,2024-11-15,2024-11-12,0.0,10.66,-7.64,24.57,5.34,82.96611855936787,28.7361011295057
1004,2024-11-15,2024-11-12,0.25,17.01,-2.39,68.05,4.07,87.62781444693248,27.58355393346229
1006,2024-11-15,2024-11-12,0.0,17.45,5.96,79.04,2.65,87.71205316042372,27.380969379366448
8002,2024-11-15,2024-11-12,0.03,22.76,9.27,85.77,3.77,87.47911681846793,27.040390989689293
8005,2024-11-15,2024-11-12,0.78,22.76,8.49,84.76,3.59,87.52609022651086,27.13878881467572
9008,2024-11-15,2024-11-12,0.0,22.91,7.55,74.29,2.66,87.30718729278416,27.355013380938807
22008,2024-11-15,2024-11-12,0.0,19.54,7.3,85.07,3.53,85.9794672157911,27.6181093162653
11001,2024-11-15,2024-11-12,0.54,17.66,7.71,86.39,3.83,86.69881629251252,27.42991016748501
22007,2024-11-15,2024-11-12,0.0,21.85,7.3,84.5,3.63,86.04342408931875,27.54425327682352
5011,2024-11-15,2024-11-12,0.0,27.1,15.27,79.3,4.61,87.61238148708986,26.780954253808236
6001,2024-11-15,2024-11-12,0.0,27.48,16.74,77.51,6.04,87.13360335819006,26.75477410080033
