municipality_id,forecast_date,forecasted_on,rainfall,tmax,tmin,relative_humidity,wind_speed,lat,lon
1005,2024-11-17,2024-11-12,9.37,15.53,-23.98,70.96,7.76,87.8971271560144,27.70300872309712
1008,2024-11-17,2024-11-12,0.61,18.99,-18.6,74.21,4.93,87.94650761740047,27.4760167182262
3004,2024-11-17,2024-11-12,1.87,24.53,8.05,84.86,3.6,87.90869872633574,26.9313601153792
3005,2024-11-17,2024-11-12,0.19,26.9,14.77,76.02,4.33,87.86804078949658,26.766798991811797
3008,2024-11-17,2024-11-12,0.37,23.49,14.77,76.94,3.74,88.07073522457357,26.80309155406488
3010,2024-11-17,2024-11-12,1.3,23.49,8.05,83.86,3.85,88.06861487878045,26.890689792229505
5016,2024-11-17,2024-11-12,0.0,27.03,15.65,71.98,4.43,87.55469563773501,26.481414393367597
6003,2024-11-17,2024-11-12,0.0,26.49,16.21,73.54,3.5,87.09771116866489,26.59183604433034
6007,2024-11-17,2024-11-12,0.0,26.56,14.74,76.18,4.65,87.19672555619026,26.560678557062
8001,2024-11-17,2024-11-12,0.92,18.99,8.87,83.99,3.6,87.66115158270199,27.214301572974936
8003,2024-11-17,2024-11-12,0.69,21.21,8.87,88.0,3.89,87.44812726483543,27.127990823175782
8006,2024-11-17,2024-11-12,1.1,18.12,8.87,88.36,4.3,87.58461013054594,27.180400656497696
10009,2024-11-17,2024-11-12,3.84,19.43,6.62,88.66,3.08,86.96602803573023,27.210508417866347
9002,2024-11-17,2024-11-12,0.35,21.84,5.3,85.09,2.74,87.36132449479186,27.30526087303312
9005,2024-11-17,2024-11-12,0.0,21.84,11.99,78.01,2.35,87.19300808673226,27.399039264555437
9007,2024-11-17,2024-11-12,1.3,13.59,-20.85,67.45,4.82,87.22505005780839,27.68477497975171
9009,2024-11-17,2024-11-12,0.34,20.9,1.65,77.35,2.84,87.36166113467456,27.44750334933956
55003,2024-11-17,2024-11-12,0.06,21.24,7.83,72.49,3.12,82.2912715867,28.355548724394996
55004,2024-11-17,2024-11-12,0.02,19.9,6.18,75.55,4.27,82.31179934479863,28.553136288933683
55007,2024-11-17,2024-11-12,0.01,21.24,7.83,73.18,3.14,82.35998258245561,28.25355153233521
55010,2024-11-17,2024-11-12,0.01,21.24,7.83,72.39,3.14,82.231187877201,28.281815065002448
65001,2024-11-17,2024-11-12,0.0,13.37,-7.47,48.17,5.19,82.16814992493904,29.532967936012252
65004,2024-11-17,2024-11-12,0.0,17.21,-3.42,48.65,4.74,81.98372859991967,29.62832292402619
60002,2024-11-17,2024-11-12,0.27,19.59,4.46,69.24,3.48,81.83052510999794,28.792776330356787
60005,2024-11-17,2024-11-12,-0.01,21.18,9.08,70.61,4.29,81.60660047963165,28.831816828175175
60006,2024-11-17,2024-11-12,0.19,21.18,4.46,73.29,4.37,81.71925548605671,28.74857272293844
60009,2024-11-17,2024-11-12,0.21,21.18,4.46,73.4,4.95,81.73907018471336,28.861936730765475
57002,2024-11-17,2024-11-12,0.0,24.62,12.37,81.96,3.91,81.7046708193939,28.03063144888017
57005,2024-11-17,2024-11-12,0.0,24.34,10.12,83.01,4.02,81.71918782901814,28.215861098578127
70002,2024-11-17,2024-11-12,0.0,21.15,8.8,73.79,3.6,80.880703235942,29.021621865023427
70005,2024-11-17,2024-11-12,0.11,21.28,8.8,72.01,3.0,80.69908000601693,29.107876876777475
70008,2024-11-17,2024-11-12,0.09,20.21,7.71,64.08,3.82,80.97287803760098,29.373859260489585
70009,2024-11-17,2024-11-12,0.03,20.21,8.4,68.14,3.27,80.81920790381,29.23525727841573
77001,2024-11-17,2024-11-12,0.85,17.65,1.77,67.3,3.73,82.70006219371687,28.546293389302686
77003,2024-11-17,2024-11-12,0.2,18.71,-2.92,56.18,4.25,82.63797688876845,28.730359372964458
54006,2024-11-17,2024-11-12,0.04,18.71,6.18,76.29,4.88,82.42017205323258,28.56459073766825
6010,2024-11-17,2024-11-12,0.0,26.68,14.68,76.27,4.4,87.26501559539872,26.67276280994044
9004,2024-11-17,2024-11-12,0.56,21.84,9.44,87.8,2.56,87.34617049477372,27.20794386380421
9010,2024-11-17,2024-11-12,2.91,20.9,-20.85,72.35,4.05,87.05397323793964,27.56062049796888
11002,2024-11-17,2024-11-12,1.38,15.87,1.71,70.03,3.83,86.69294720202952,27.533318170170038
11003,2024-11-17,2024-11-12,0.38,10.12,-20.85,38.76,8.57,86.72676833996186,27.87754638828359
11004,2024-11-17,2024-11-12,0.79,13.68,3.99,69.25,2.88,86.43720044102864,27.556933846968658
11007,2024-11-17,2024-11-12,2.33,14.68,-9.47,61.67,3.58,86.57187606162067,27.574675587251168
14001,2024-11-17,2024-11-12,0.0,25.84,11.71,80.6,4.72,87.05011302971826,26.82457678669252
14003,2024-11-17,2024-11-12,0.0,26.62,13.08,72.2,4.43,86.3842192552636,26.99895844915385
14004,2024-11-17,2024-11-12,0.01,25.28,10.96,72.83,3.16,86.6712157651011,26.98209297065825
25001,2024-11-17,2024-11-12,0.01,22.24,6.99,75.78,3.23,85.3041092548405,27.484321910898924
25002,2024-11-17,2024-11-12,0.18,17.46,6.99,80.99,2.41,85.33558154743378,27.58455687528972
25003,2024-11-17,2024-11-12,0.21,20.93,6.99,76.2,3.3,85.35024138831888,27.53047639287835
26002,2024-11-17,2024-11-12,0.13,19.62,6.99,78.44,3.6,85.46272408847713,27.696266152604423
26004,2024-11-17,2024-11-12,0.22,17.46,6.99,81.39,2.46,85.42546460420431,27.64927297157717
1003,2024-11-17,2024-11-12,0.59,14.78,-1.95,79.74,2.78,87.54502304960337,27.46546246470642
2007,2024-11-17,2024-11-12,0.25,21.21,10.96,86.52,4.27,87.57900113878084,26.98185352154763
3003,2024-11-17,2024-11-12,1.95,21.21,10.96,88.85,3.38,87.74928052779396,26.965667384057635
3007,2024-11-17,2024-11-12,0.15,24.53,10.96,84.41,3.52,87.72809878982399,26.8319576897196
4004,2024-11-17,2024-11-12,0.0,26.9,19.37,69.7,3.34,87.99403362921818,26.608794926564457
4012,2024-11-17,2024-11-12,0.0,26.81,16.77,73.98,4.45,87.73517217920993,26.6152473988361
5001,2024-11-17,2024-11-12,0.0,26.68,14.68,75.91,4.01,87.43951560345249,26.629695726158744
5008,2024-11-17,2024-11-12,0.0,26.81,14.74,72.46,5.19,87.34336700649065,26.487170971382216
10003,2024-11-17,2024-11-12,3.38,22.06,9.65,87.7,3.66,87.0581152597479,27.201989469109638
14007,2024-11-17,2024-11-12,0.0,26.15,10.96,73.13,3.54,86.69093982065064,26.80698207976648
31002,2024-11-17,2024-11-12,0.0,25.43,12.74,72.5,3.75,85.25281913306307,27.33247245681607
31005,2024-11-17,2024-11-12,0.0,16.93,8.37,80.59,2.35,85.19595016524877,27.593620979459917
31008,2024-11-17,2024-11-12,0.0,24.62,12.37,72.98,3.81,84.85137594066515,27.472569269092308
31010,2024-11-17,2024-11-12,0.0,21.93,8.37,79.4,3.53,85.08608381778276,27.651565937014706
34001,2024-11-17,2024-11-12,0.0,25.87,14.18,78.21,5.23,84.82733908761777,27.08292559233036
35003,2024-11-17,2024-11-12,0.0,24.84,12.43,76.76,3.49,84.58621929453848,27.709771198715103
35006,2024-11-17,2024-11-12,0.0,24.21,13.27,74.3,3.01,84.6896591396915,27.649405873067355
50001,2024-11-17,2024-11-12,0.0,25.12,14.96,76.21,2.9,83.15771438349256,27.685056406347464
50004,2024-11-17,2024-11-12,0.01,25.28,15.21,74.9,3.35,83.07233371628266,27.56399291605035
38001,2024-11-17,2024-11-12,0.0,22.96,10.24,78.88,3.46,84.4857376256941,27.875563073820167
38002,2024-11-17,2024-11-12,0.01,22.96,10.24,84.14,4.18,84.39401593188684,27.91893212189418
38008,2024-11-17,2024-11-12,0.01,22.56,10.77,81.8,1.92,84.16593271369815,28.00044752580472
42002,2024-11-17,2024-11-12,0.0,7.37,-16.98,28.78,12.11,83.94338453487164,29.035081683387272
42005,2024-11-17,2024-11-12,2.86,8.9,-13.01,52.24,6.25,83.61471771747095,28.68101217212114
45001,2024-11-17,2024-11-12,0.34,18.59,3.99,76.26,3.29,83.2413162820148,28.27148079354138
45004,2024-11-17,2024-11-12,0.07,18.59,1.77,70.54,3.53,83.14016526682762,28.394343694183306
45005,2024-11-17,2024-11-12,1.19,19.06,3.99,76.41,3.33,83.38978367405875,28.233043850851043
56001,2024-11-17,2024-11-12,0.0,24.4,9.68,78.29,3.76,82.08505271891153,28.17321009613343
56005,2024-11-17,2024-11-12,0.0,24.12,9.83,74.67,3.35,82.47694209118472,28.02333920311105
56006,2024-11-17,2024-11-12,0.0,24.18,10.46,77.23,3.89,82.41677142161319,27.91328555950532
56009,2024-11-17,2024-11-12,0.0,21.24,9.68,74.5,3.32,82.19148619005347,28.183005600357117
62002,2024-11-17,2024-11-12,0.0,5.53,-16.45,44.83,10.65,83.26514214622762,29.27414286931592
62004,2024-11-17,2024-11-12,0.0,5.53,-11.54,38.88,6.77,83.04709435324033,28.90512776249892
58003,2024-11-17,2024-11-12,0.01,24.93,13.87,82.91,4.1,81.38242357868424,28.323055743569213
58006,2024-11-17,2024-11-12,-0.01,24.93,13.87,82.91,4.1,81.25871003017758,28.340284116623938
31099,2024-11-17,2024-11-12,0.0,24.62,13.27,74.74,3.57,84.70624431657369,27.49261535228162
1001,2024-11-17,2024-11-12,0.74,18.12,5.3,88.6,3.42,87.6193781190491,27.30957361098937
19012,2024-11-17,2024-11-12,0.0,26.12,13.83,75.74,4.79,85.68691274034707,26.91470429831354
21002,2024-11-17,2024-11-12,0.29,19.28,-1.86,64.37,3.51,86.26427286814113,27.576394248581256
21004,2024-11-17,2024-11-12,0.02,20.74,5.33,80.59,3.88,86.1832745618281,27.43934745353523
34005,2024-11-17,2024-11-12,0.0,25.87,14.18,79.39,5.03,84.69399260554282,27.097078097723816
34007,2024-11-17,2024-11-12,0.0,25.62,14.18,79.51,5.12,84.73228851196892,27.20024739082908
34008,2024-11-17,2024-11-12,0.0,25.87,14.18,78.94,5.16,84.7264569554503,27.066026993073372
34010,2024-11-17,2024-11-12,0.0,25.87,13.9,77.1,4.87,84.88952623026042,27.171019162000707
34011,2024-11-17,2024-11-12,0.0,25.62,14.18,78.28,5.59,84.79020734847019,27.193245885183288
34012,2024-11-17,2024-11-12,0.0,25.87,14.18,78.21,5.23,84.76368630005305,27.07717182381579
34013,2024-11-17,2024-11-12,0.0,25.87,14.18,78.21,5.23,84.82558724572884,27.16672308960836
19004,2024-11-17,2024-11-12,0.0,26.03,14.43,72.75,3.87,85.43936435618616,26.92605438883508
21005,2024-11-17,2024-11-12,0.01,20.74,6.3,82.28,3.76,86.0643721548778,27.408813125557515
21006,2024-11-17,2024-11-12,0.01,22.24,9.43,78.15,3.72,86.14647421310649,27.31615902807735
21007,2024-11-17,2024-11-12,0.0,20.74,6.3,84.61,3.56,85.85586645812872,27.495758252532852
21008,2024-11-17,2024-11-12,0.77,19.28,-9.47,61.02,3.71,86.42243351715781,27.660969160959016
53001,2024-11-17,2024-11-12,0.13,18.71,4.27,71.32,3.72,82.54995198769927,28.480861838270563
53002,2024-11-17,2024-11-12,0.05,19.56,1.77,73.51,3.47,82.81681721225854,28.273400505530105
53007,2024-11-17,2024-11-12,0.17,19.56,1.77,70.68,3.49,82.82395132486793,28.375955461674906
6006,2024-11-17,2024-11-12,0.0,26.56,14.74,76.18,4.65,87.24649830798487,26.554564531771717
26001,2024-11-17,2024-11-12,0.22,17.46,6.99,81.39,2.46,85.4296209430214,27.675022523227053
49010,2024-11-17,2024-11-12,0.0,25.53,14.99,74.9,4.15,83.54802147221676,27.496216699202048
49011,2024-11-17,2024-11-12,0.0,25.53,11.71,78.69,3.24,83.30567820346135,27.71191878509594
49013,2024-11-17,2024-11-12,0.0,25.53,15.46,76.29,3.56,83.44238189812464,27.501346601007853
49014,2024-11-17,2024-11-12,-0.01,25.53,17.68,74.08,2.96,83.39601732390047,27.566938725804373
49015,2024-11-17,2024-11-12,-0.01,25.53,17.68,74.08,2.96,83.36876360438013,27.62238025074319
49016,2024-11-17,2024-11-12,0.0,25.53,17.68,69.98,3.38,83.48636554193398,27.608376871176866
53004,2024-11-17,2024-11-12,0.0,19.84,3.8,72.99,3.19,82.62618964074919,28.337236609214784
53005,2024-11-17,2024-11-12,0.0,20.96,9.83,74.66,3.25,82.5199263170998,28.18710064708752
53008,2024-11-17,2024-11-12,0.02,19.84,3.8,72.99,3.19,82.70702423336832,28.24741874061428
53009,2024-11-17,2024-11-12,0.2,17.65,2.83,67.61,3.81,82.74179874109348,28.46372671136668
6004,2024-11-17,2024-11-12,0.01,26.56,14.74,76.18,4.65,87.15065211842328,26.45252750216687
16009,2024-11-17,2024-11-12,0.0,26.43,15.12,67.06,4.47,86.17953809307132,26.86824787471248
19001,2024-11-17,2024-11-12,0.0,26.03,13.83,74.03,3.94,85.47724166862234,27.07773543317099
19003,2024-11-17,2024-11-12,0.0,26.03,13.83,74.65,4.77,85.45380923642666,26.981788770396143
19005,2024-11-17,2024-11-12,-0.01,26.12,14.12,75.29,4.74,85.47268040486802,26.815437208507163
19006,2024-11-17,2024-11-12,0.01,26.12,13.83,77.19,5.64,85.60991236423035,26.890275211567417
19008,2024-11-17,2024-11-12,0.0,26.12,13.83,77.19,5.64,85.60054102472732,26.93755034223732
19010,2024-11-17,2024-11-12,-0.01,26.03,14.43,72.75,3.87,85.44567206906083,26.844422530450373
19013,2024-11-17,2024-11-12,0.0,25.84,13.83,76.55,4.56,85.57424006678373,27.10063951566307
19014,2024-11-17,2024-11-12,0.0,25.84,13.21,76.51,4.82,85.69394521791432,27.00935067108752
19015,2024-11-17,2024-11-12,0.0,26.12,13.83,75.24,4.96,85.53686604042909,26.9411164754544
19016,2024-11-17,2024-11-12,0.0,26.12,14.12,75.29,4.74,85.50728566452042,26.858783195845582
19017,2024-11-17,2024-11-12,0.0,25.84,13.21,76.17,4.41,85.68904437404687,27.10291121291133
20002,2024-11-17,2024-11-12,0.0,23.78,9.43,78.96,3.33,85.78628284185064,27.343395929304386
1002,2024-11-17,2024-11-12,0.49,18.12,5.3,87.97,3.0,87.51328464647683,27.373653174120808
6009,2024-11-17,2024-11-12,0.0,26.49,16.21,73.26,3.17,87.16242112661124,26.607116134714808
20003,2024-11-17,2024-11-12,0.0,22.24,9.43,78.67,3.76,86.0675994944368,27.252217169295548
50007,2024-11-17,2024-11-12,0.0,25.28,15.21,74.85,3.71,83.13084592668233,27.509085627097623
50008,2024-11-17,2024-11-12,0.0,25.12,11.05,80.53,3.91,82.85250442185169,27.693684034126697
6011,2024-11-17,2024-11-12,0.0,26.87,16.55,72.99,4.54,87.00720038012625,26.567145454816423
6012,2024-11-17,2024-11-12,0.0,26.49,16.15,76.64,4.78,87.18063674146201,26.6876384590527
20006,2024-11-17,2024-11-12,0.0,25.34,9.9,77.56,3.25,85.69732655115341,27.25540262050499
20007,2024-11-17,2024-11-12,0.0,20.46,13.55,76.78,2.78,86.28613922961935,27.18698085181835
20008,2024-11-17,2024-11-12,0.0,20.74,9.43,82.61,3.39,85.88150160337878,27.37967729411301
23003,2024-11-17,2024-11-12,0.11,18.09,-4.63,60.62,3.77,85.9362239602355,27.918081999950203
30001,2024-11-17,2024-11-12,-0.01,22.03,11.71,75.88,2.77,84.76648317270907,27.756395702785376
30002,2024-11-17,2024-11-12,-0.01,21.56,8.37,78.81,3.43,85.17982146949893,27.72971150483253
30003,2024-11-17,2024-11-12,0.0,22.03,11.18,77.22,3.3,84.90321716855641,27.749572773617768
30005,2024-11-17,2024-11-12,0.01,21.62,0.99,61.85,2.8,84.92984303851176,28.086444545593466
30006,2024-11-17,2024-11-12,0.01,21.62,11.12,72.16,2.99,84.7919379931955,27.923404316525048
30008,2024-11-17,2024-11-12,0.01,18.12,8.55,65.79,2.91,84.97160484321188,27.986687641086395
30009,2024-11-17,2024-11-12,0.01,21.93,8.55,72.58,3.43,84.91954887338466,27.918864583118705
